season,team,rpi
2017,Pepperdine ,0.455
2017,Wagner ,0.454
2017,Nicholls St ,0.452
2017,SE Louisiana ,0.452
2017,E Kentucky ,0.452
2017,Cleveland St ,0.452
2017,IL-Chicago ,0.451
2017,Air Force ,0.451
2017,Montana St ,0.451
2017,Youngs St ,0.451
2017,Missouri ,0.450
2017,James Mad ,0.449
2017,St Fran (PA) ,0.448
2017,WI-Milwkee ,0.447
2017,Columbia ,0.447
2017,Austin Peay ,0.446
2017,Kennesaw St ,0.446
2017,Manhattan ,0.445
2017,TX-San Ant ,0.445
2017,Duquesne ,0.443
2017,E Illinois ,0.441
2017,CS Fullerton ,0.441
2017,Army ,0.441
2017,Cornell ,0.439
2017,Portland St ,0.439
2017,W Carolina ,0.438
2017,Quinnipiac ,0.438
2017,Oregon St ,0.436
2017,F Dickinson ,0.436
2017,TN Tech ,0.436
2017,SE Missouri ,0.436
2017,Seattle ,0.436
2017,Savannah St ,0.435
2017,Maryland ES ,0.435
2017,Hampton ,0.435
2017,Marist ,0.435
2017,Bryant ,0.434
2017,Fla Atlantic ,0.434
2017,Brown ,0.434
2017,Niagara ,0.433
2017,Citadel ,0.433
2017,Detroit ,0.432
2017,LA Monroe ,0.432
2017,Abilene Christian ,0.431
2017,Oral Roberts ,0.431
2017,NJIT ,0.431
2017,Tulane ,0.431
2017,N Colorado ,0.431
2017,Jacksonville ,0.430
2017,Colgate ,0.429
2017,Charl South ,0.428
2017,Cal Poly ,0.428
2017,Incarnate Word ,0.428
2017,Miami (OH) ,0.427
2017,App State ,0.427
2017,Hawaii ,0.427
2017,Sac State ,0.427
2017,Prairie View ,0.427
2017,NW State ,0.427
2017,S Car State ,0.426
2017,Dartmouth ,0.426
2017,Sacred Hrt ,0.426
2017,Drexel ,0.425
2017,Massachusetts Lowell ,0.424
2017,American ,0.424
2017,Binghamton ,0.423
2017,Central Ark ,0.423
2017,Cal St Nrdge ,0.421
2017,Southern ,0.419
2017,Drake ,0.419
2017,McNeese St ,0.419
2017,S Florida ,0.418
2017,TX-Pan Am ,0.417
2017,Grambling St ,0.416
2017,Chicago St ,0.415
2017,Lafayette ,0.414
2017,Maine ,0.412
2017,Jackson St ,0.412
2017,UCSB ,0.412
2017,W Illinois ,0.410
2017,Morgan St ,0.408
2017,Stetson ,0.407
2017,Hartford ,0.406
2017,VA Military ,0.404
2017,UC Riverside ,0.400
2017,S Mississippi ,0.398
2017,Delaware St ,0.395
2017,SIU Edward ,0.395
2017,Miss Val St ,0.394
2017,N Arizona ,0.392
2017,Coppin State ,0.391
2017,Howard ,0.390
2017,Florida Intl ,0.389
2017,North Texas ,0.388
2017,Idaho State ,0.380
2017,S Utah ,0.379
2017,Longwood ,0.373
2017,Alabama St ,0.373
2017,Central Conn ,0.366
2017,Ark Pine Bl ,0.366
2017,Presbyterian ,0.365
2017,Beth-Cook ,0.362
2017,St Fran (NY) ,0.346
2017,Florida A&M ,0.336
2017,NC A&T ,0.317
2017,Alab A&M ,0.314
